Shape_ID;Top_Rad;Bottom_Rad;Angle;Edges;Height;Bevel_Offset;Bevel_Height;Bevel_Weight;T1;T2;T3;T4;T5;Average_Cd;Outcome
Shape_17;12;14;271;48;51;-1;19;-2;0.15;0.15;0.13;0.17;0.17;0.15;Optimal
Shape_18;55;64;285;54;44;1;4;0;0.2;0.22;0.2;0.2;0.22;0.21;Optimal
Shape_19;134;58;351;37;234;4;3;2;0.25;0.23;0.25;0.23;0.24;0.24;Optimal
Shape_25;68;27;355;27;122;2;17;2;0.18;0.17;0.17;0.19;0.17;0.17;Optimal
Shape_33;65;35;285;53;340;6;14;2;0.22;0.23;0.24;0.24;0.24;0.23;Optimal
Shape_35;90;98;281;54;70;3;15;3;0.24;0.22;0.24;0.22;0.2;0.22;Optimal
Shape_50;53;45;358;59;276;7;13;3;0.15;0.13;0.16;0.14;0.13;0.14;Optimal
Shape_55;39;63;359;56;184;2;4;0;0.2;0.18;0.17;0.18;0.19;0.18;Optimal
Shape_57;56;42;324;6;200;-3;16;-1;0.24;0.26;0.25;0.25;0.23;0.25;Optimal
Shape_68;17;6;276;62;330;9;13;1;0.2;0.18;0.21;0.18;0.19;0.19;Optimal
Shape_71;40;94;335;7;88;3;2;1;0.24;0.22;0.25;0.21;0.23;0.23;Optimal
Shape_73;17;73;327;43;315;7;5;0;0.23;0.22;0.24;0.22;0.22;0.23;Optimal
Shape_75;79;14;212;25;154;3;4;3;0.25;0.24;0.24;0.25;0.26;0.25;Optimal
Shape_77;113;49;279;63;226;-2;1;2;0.25;0.26;0.24;0.25;0.22;0.24;Optimal
Shape_82;82;81;287;35;207;-2;4;3;0.26;0.26;0.24;0.23;0.24;0.24;Optimal
Shape_84;62;23;331;56;123;1;19;0;0.18;0.21;0.18;0.19;0.19;0.19;Optimal
Shape_85;27;96;332;33;79;0;0;0;0.22;0.22;0.22;0.24;0.25;0.23;Optimal
Shape_86;102;20;228;56;292;6;11;3;0.26;0.26;0.26;0.23;0.26;0.25;Optimal
Shape_90;128;96;357;61;79;0;0;0;0.27;0.25;0.25;0.26;0.26;0.25;Optimal
Shape_92;68;11;330;6;206;9;18;0;0.24;0.26;0.26;0.24;0.23;0.25;Optimal
Shape_96;61;82;353;20;170;1;6;0;0.25;0.26;0.23;0.26;0.26;0.25;Optimal
Shape_100;104;9;316;47;288;2;6;3;0.17;0.19;0.17;0.17;0.2;0.19;Optimal
Shape_105;7;76;211;55;32;0;0;0;0.24;0.25;0.25;0.24;0.24;0.25;Optimal
Shape_106;26;10;249;6;71;6;1;-1;0.22;0.2;0.21;0.23;0.21;0.22;Optimal
Shape_111;4;14;335;58;273;0;0;0;0.19;0.19;0.19;0.16;0.17;0.18;Optimal
Shape_112;11;53;236;38;324;-4;7;-2;0.24;0.25;0.23;0.26;0.24;0.25;Optimal
Shape_122;9;13;239;51;30;-1;3;3;0.12;0.11;0.1;0.1;0.14;0.12;Optimal
Shape_123;46;13;229;35;86;1;7;2;0.21;0.21;0.2;0.22;0.22;0.21;Optimal
Shape_136;18;32;295;41;218;3;13;2;0.17;0.17;0.18;0.19;0.18;0.18;Optimal
Shape_140;11;102;300;48;262;-4;6;3;0.17;0.21;0.2;0.18;0.17;0.19;Optimal
Shape_147;123;38;285;38;158;3;12;3;0.24;0.23;0.24;0.23;0.24;0.24;Optimal
Shape_159;34;137;316;56;69;4;19;1;0.23;0.2;0.22;0.23;0.22;0.22;Optimal
Shape_163;28;151;316;42;222;6;5;2;0.25;0.26;0.25;0.24;0.24;0.24;Optimal
Shape_170;4;66;168;53;136;9;14;3;0.21;0.22;0.23;0.23;0.24;0.23;Optimal
Shape_172;108;114;342;47;76;2;2;-1;0.25;0.25;0.25;0.24;0.25;0.24;Optimal
Shape_176;64;120;331;39;92;1;18;-2;0.21;0.22;0.25;0.23;0.21;0.23;Optimal
Shape_178;63;48;277;50;174;-4;9;-1;0.22;0.21;0.23;0.22;0.21;0.23;Optimal
Shape_183;68;25;273;55;67;2;16;1;0.21;0.21;0.2;0.2;0.21;0.2;Optimal
Shape_190;46;28;282;43;171;4;4;-1;0.22;0.18;0.18;0.22;0.2;0.2;Optimal
Shape_194;14;61;310;54;342;8;3;1;0.22;0.18;0.21;0.19;0.19;0.2;Optimal
Shape_201;54;90;318;18;124;-3;15;2;0.25;0.24;0.26;0.22;0.23;0.24;Optimal
Shape_203;13;41;250;33;227;5;1;-1;0.21;0.24;0.24;0.23;0.22;0.23;Optimal
Shape_215;17;113;339;51;131;7;16;-2;0.16;0.18;0.17;0.17;0.18;0.17;Optimal
Shape_220;14;73;339;8;143;6;5;1;0.18;0.21;0.18;0.2;0.22;0.2;Optimal
Shape_224;33;29;323;30;91;0;0;0;0.19;0.21;0.2;0.2;0.22;0.21;Optimal
Shape_230;80;132;349;41;53;1;10;0;0.26;0.23;0.27;0.24;0.23;0.25;Optimal
Shape_233;40;125;311;3;120;9;3;3;0.24;0.26;0.22;0.26;0.23;0.24;Optimal
Shape_240;37;29;305;46;141;0;0;0;0.22;0.19;0.19;0.19;0.22;0.21;Optimal
Shape_245;81;101;351;10;221;2;6;3;0.25;0.23;0.26;0.23;0.23;0.24;Optimal
Shape_247;44;33;327;40;191;6;15;0;0.22;0.19;0.21;0.21;0.21;0.21;Optimal
Shape_249;56;145;359;51;94;5;18;-1;0.22;0.22;0.21;0.22;0.23;0.22;Optimal
Shape_250;77;8;276;22;135;-2;18;3;0.23;0.23;0.22;0.19;0.19;0.21;Optimal
Shape_251;106;17;265;36;17;2;7;-1;0.24;0.23;0.25;0.23;0.24;0.23;Optimal
Shape_253;7;62;315;29;318;7;15;3;0.2;0.19;0.19;0.2;0.17;0.19;Optimal
Shape_268;4;121;261;59;150;-1;11;2;0.23;0.22;0.23;0.19;0.21;0.21;Optimal
Shape_270;139;70;333;45;210;7;2;-2;0.25;0.26;0.27;0.24;0.26;0.25;Optimal
Shape_271;107;34;328;41;254;8;19;-1;0.26;0.26;0.25;0.24;0.24;0.25;Optimal
Shape_272;19;91;286;3;38;5;13;3;0.22;0.21;0.22;0.19;0.2;0.21;Optimal
Shape_275;26;106;284;55;96;0;0;0;0.26;0.25;0.25;0.25;0.26;0.25;Optimal
Shape_292;9;112;320;62;340;1;3;-1;0.23;0.22;0.23;0.2;0.22;0.22;Optimal
Shape_295;5;117;333;14;232;-4;13;-2;0.23;0.26;0.23;0.23;0.26;0.24;Optimal
Shape_297;40;15;295;33;90;0;0;0;0.22;0.2;0.23;0.23;0.22;0.22;Optimal
Shape_304;143;71;356;31;104;8;3;-2;0.22;0.22;0.24;0.24;0.24;0.23;Optimal
Shape_314;3;33;349;57;302;2;15;-1;0.15;0.15;0.16;0.18;0.15;0.16;Optimal
Shape_317;81;29;351;33;289;5;7;1;0.2;0.21;0.23;0.22;0.21;0.22;Optimal
Shape_321;106;152;359;56;41;8;15;3;0.21;0.2;0.21;0.22;0.21;0.2;Optimal
Shape_338;45;120;334;34;230;6;11;-1;0.24;0.24;0.26;0.25;0.27;0.25;Optimal
Shape_339;146;7;356;15;104;8;10;-2;0.22;0.19;0.19;0.23;0.2;0.21;Optimal
Shape_340;34;34;324;28;104;9;7;3;0.15;0.12;0.14;0.16;0.14;0.14;Optimal
Shape_343;118;40;333;33;305;-3;10;3;0.25;0.23;0.25;0.25;0.23;0.24;Optimal
Shape_345;30;86;287;12;131;3;13;2;0.24;0.25;0.23;0.24;0.25;0.24;Optimal
Shape_359;52;95;339;27;296;9;9;3;0.22;0.23;0.21;0.21;0.22;0.22;Optimal
Shape_361;4;92;329;24;77;0;0;0;0.22;0.24;0.21;0.2;0.23;0.22;Optimal
Shape_364;39;122;330;30;119;4;2;0;0.26;0.24;0.27;0.26;0.26;0.25;Optimal
Shape_368;50;11;309;14;209;5;9;3;0.19;0.16;0.2;0.18;0.17;0.18;Optimal
Shape_374;35;61;303;38;225;-3;12;0;0.26;0.24;0.26;0.27;0.26;0.25;Optimal
Shape_378;167;4;357;14;91;2;4;-1;0.22;0.24;0.23;0.26;0.26;0.24;Optimal
Shape_380;46;102;248;46;88;1;6;2;0.26;0.23;0.25;0.23;0.22;0.24;Optimal
Shape_381;174;118;338;61;93;9;5;3;0.25;0.23;0.22;0.25;0.26;0.24;Optimal
Shape_385;28;84;353;4;49;3;5;2;0.16;0.19;0.18;0.17;0.16;0.18;Optimal
Shape_387;148;11;352;57;122;9;18;0;0.21;0.22;0.24;0.22;0.23;0.22;Optimal
Shape_392;79;87;325;17;73;1;8;2;0.25;0.21;0.25;0.22;0.21;0.23;Optimal
Shape_393;41;117;236;54;135;4;4;-2;0.24;0.25;0.24;0.27;0.26;0.25;Optimal
Shape_396;34;29;283;36;191;0;0;0;0.27;0.26;0.24;0.23;0.25;0.25;Optimal
Shape_398;31;125;312;28;77;5;2;0;0.24;0.24;0.26;0.26;0.26;0.25;Optimal
Shape_401;41;136;349;35;94;8;19;1;0.22;0.25;0.25;0.22;0.24;0.23;Optimal
Shape_405;6;11;349;5;196;5;6;0;0.18;0.17;0.2;0.2;0.18;0.19;Optimal
Shape_426;140;83;350;61;121;8;14;-1;0.22;0.21;0.25;0.22;0.24;0.23;Optimal
Shape_428;11;51;289;57;220;-4;10;0;0.22;0.22;0.21;0.21;0.22;0.21;Optimal
Shape_430;72;42;247;60;196;5;16;3;0.22;0.2;0.22;0.22;0.19;0.21;Optimal
Shape_431;12;3;159;27;246;8;2;3;0.26;0.23;0.23;0.25;0.24;0.24;Optimal
Shape_432;70;18;295;63;113;-2;8;-1;0.18;0.18;0.2;0.16;0.16;0.18;Optimal
Shape_450;47;19;310;36;340;-2;4;-2;0.2;0.2;0.22;0.19;0.22;0.2;Optimal
Shape_451;4;8;214;54;236;-4;1;0;0.24;0.22;0.24;0.24;0.21;0.23;Optimal
Shape_459;150;9;352;13;70;-3;6;3;0.19;0.2;0.19;0.19;0.21;0.2;Optimal
Shape_461;82;10;283;62;242;7;3;-2;0.17;0.19;0.21;0.19;0.19;0.19;Optimal
Shape_464;25;106;356;27;41;-4;1;-1;0.16;0.19;0.2;0.2;0.18;0.18;Optimal
Shape_466;53;125;351;33;166;3;1;-1;0.24;0.23;0.22;0.23;0.22;0.23;Optimal
Shape_468;124;45;354;55;72;8;12;-2;0.15;0.17;0.16;0.17;0.19;0.17;Optimal
Shape_474;19;44;218;61;207;9;5;3;0.19;0.19;0.19;0.16;0.17;0.18;Optimal
Shape_476;15;59;336;56;322;9;3;2;0.16;0.15;0.17;0.16;0.14;0.16;Optimal
Shape_477;58;74;333;20;57;0;0;0;0.25;0.26;0.27;0.26;0.27;0.25;Optimal
Shape_488;36;124;347;16;83;9;19;2;0.22;0.21;0.24;0.2;0.24;0.22;Optimal
Shape_494;66;47;324;26;139;-4;2;2;0.2;0.21;0.19;0.21;0.18;0.2;Optimal
Shape_497;3;20;266;31;123;5;11;-2;0.16;0.16;0.19;0.18;0.18;0.17;Optimal
Shape_501;144;50;357;59;29;2;11;0;0.23;0.21;0.2;0.22;0.23;0.21;Optimal
Shape_503;40;114;316;27;28;7;14;2;0.21;0.21;0.21;0.21;0.21;0.21;Optimal
Shape_504;41;21;193;53;138;3;18;3;0.21;0.22;0.22;0.2;0.21;0.21;Optimal
Shape_507;130;12;348;21;36;1;11;3;0.18;0.19;0.19;0.17;0.17;0.18;Optimal
Shape_513;8;56;354;54;41;4;7;0;0.12;0.15;0.13;0.14;0.15;0.13;Optimal
Shape_514;27;35;275;48;232;-4;6;3;0.17;0.18;0.17;0.18;0.15;0.17;Optimal
Shape_519;26;26;270;45;320;-3;4;0;0.27;0.26;0.26;0.24;0.26;0.25;Optimal
Shape_524;129;89;349;56;26;5;14;1;0.23;0.24;0.21;0.2;0.21;0.22;Optimal
Shape_539;29;168;356;37;303;5;12;2;0.23;0.24;0.26;0.24;0.27;0.25;Optimal
Shape_543;78;67;284;45;228;5;14;-2;0.26;0.27;0.24;0.26;0.26;0.25;Optimal
Shape_555;13;150;286;60;100;-2;5;-1;0.23;0.24;0.23;0.23;0.23;0.23;Optimal
Shape_561;20;86;175;59;43;3;16;2;0.23;0.25;0.24;0.26;0.23;0.25;Optimal
Shape_562;26;37;312;49;185;0;0;0;0.2;0.22;0.23;0.23;0.2;0.21;Optimal
Shape_563;12;41;222;62;298;-2;12;-1;0.24;0.24;0.26;0.24;0.25;0.24;Optimal
Shape_566;129;8;346;10;282;-3;2;2;0.26;0.23;0.24;0.26;0.26;0.25;Optimal
Shape_575;36;90;359;28;49;1;1;0;0.21;0.21;0.21;0.19;0.17;0.19;Optimal
Shape_578;49;84;267;61;209;3;12;-1;0.23;0.23;0.25;0.26;0.25;0.25;Optimal
Shape_579;107;13;352;61;144;-4;8;2;0.17;0.15;0.14;0.16;0.14;0.15;Optimal
Shape_585;24;120;336;56;189;5;14;3;0.17;0.17;0.19;0.16;0.18;0.17;Optimal
Shape_586;53;95;341;30;21;2;8;0;0.21;0.23;0.23;0.21;0.23;0.22;Optimal
Shape_609;60;28;308;12;102;8;7;-2;0.22;0.2;0.21;0.2;0.19;0.2;Optimal
Shape_615;92;64;322;12;110;8;6;3;0.21;0.2;0.22;0.21;0.23;0.22;Optimal
Shape_616;83;32;344;20;258;4;16;2;0.22;0.24;0.23;0.24;0.23;0.23;Optimal
Shape_621;48;54;354;48;141;8;10;0;0.2;0.19;0.2;0.17;0.18;0.18;Optimal
Shape_631;100;16;303;41;116;0;0;0;0.27;0.26;0.24;0.25;0.23;0.25;Optimal
Shape_634;33;102;288;20;201;3;11;3;0.26;0.25;0.23;0.23;0.24;0.24;Optimal
Shape_639;81;48;336;36;88;0;0;0;0.21;0.23;0.23;0.25;0.23;0.23;Optimal
Shape_640;35;15;352;43;342;6;11;3;0.16;0.14;0.13;0.14;0.14;0.14;Optimal
Shape_642;79;23;316;31;52;3;1;1;0.21;0.2;0.18;0.18;0.19;0.19;Optimal
Shape_643;24;88;289;30;262;-3;12;2;0.27;0.24;0.26;0.23;0.24;0.25;Optimal
Shape_646;56;37;335;40;335;8;7;0;0.24;0.24;0.24;0.24;0.25;0.24;Optimal
Shape_655;43;66;174;61;217;7;6;3;0.26;0.25;0.26;0.25;0.27;0.25;Optimal
Shape_662;100;65;345;39;15;-1;4;-2;0.19;0.16;0.18;0.2;0.19;0.18;Optimal
Shape_668;29;119;349;34;73;5;5;0;0.2;0.2;0.21;0.22;0.2;0.21;Optimal
Shape_671;35;10;323;30;258;-4;9;-1;0.2;0.21;0.22;0.22;0.21;0.2;Optimal
Shape_682;83;25;337;9;85;0;0;0;0.25;0.25;0.23;0.26;0.24;0.25;Optimal
Shape_701;16;125;323;24;45;0;0;0;0.24;0.25;0.26;0.23;0.25;0.25;Optimal
Shape_704;94;78;326;29;56;4;4;0;0.25;0.25;0.27;0.26;0.24;0.25;Optimal
Shape_707;101;56;292;41;43;-2;3;0;0.24;0.26;0.26;0.26;0.26;0.25;Optimal
Shape_708;57;17;359;47;61;-4;9;1;0.15;0.13;0.14;0.14;0.14;0.14;Optimal
Shape_720;25;41;271;3;23;9;17;3;0.2;0.2;0.18;0.21;0.18;0.19;Optimal
Shape_725;23;138;309;63;113;7;16;2;0.21;0.2;0.19;0.2;0.18;0.19;Optimal
Shape_726;47;19;332;6;282;-4;18;3;0.23;0.2;0.21;0.2;0.2;0.21;Optimal
Shape_729;14;30;272;31;22;-4;5;1;0.2;0.17;0.16;0.18;0.18;0.18;Optimal
Shape_730;105;6;339;51;147;5;10;1;0.17;0.17;0.2;0.2;0.19;0.18;Optimal
Shape_733;4;124;325;53;277;1;15;1;0.24;0.22;0.25;0.24;0.23;0.23;Optimal
Shape_738;14;28;344;51;264;0;0;0;0.18;0.2;0.2;0.2;0.17;0.19;Optimal
Shape_752;18;161;304;38;52;8;16;2;0.25;0.23;0.24;0.22;0.23;0.23;Optimal
Shape_753;63;148;351;25;16;9;7;2;0.21;0.22;0.23;0.24;0.23;0.22;Optimal
Shape_771;32;20;292;20;145;1;18;3;0.19;0.2;0.19;0.18;0.17;0.18;Optimal
Shape_783;169;54;313;62;110;-1;4;3;0.22;0.22;0.22;0.21;0.22;0.22;Optimal
Shape_786;94;31;347;53;225;3;16;3;0.19;0.17;0.16;0.19;0.15;0.17;Optimal
Shape_787;150;6;292;59;101;7;17;0;0.27;0.24;0.26;0.26;0.24;0.25;Optimal
Shape_794;5;13;358;56;174;8;13;-2;0.08;0.1;0.1;0.08;0.1;0.09;Optimal
Shape_795;31;15;297;6;248;1;11;-2;0.21;0.2;0.24;0.23;0.2;0.22;Optimal
Shape_798;4;38;311;8;166;9;2;0;0.21;0.2;0.21;0.2;0.22;0.21;Optimal
Shape_802;61;18;307;41;239;7;3;-2;0.19;0.18;0.19;0.2;0.18;0.18;Optimal
Shape_806;79;65;308;16;142;-1;5;-2;0.23;0.25;0.23;0.26;0.23;0.24;Optimal
Shape_810;113;108;352;54;75;5;8;3;0.21;0.18;0.2;0.18;0.18;0.19;Optimal
Shape_814;36;77;336;51;22;-3;8;-2;0.14;0.15;0.12;0.14;0.13;0.14;Optimal
Shape_823;82;21;277;61;147;6;9;0;0.22;0.24;0.2;0.22;0.23;0.22;Optimal
Shape_827;7;12;228;58;21;-1;10;0;0.2;0.19;0.17;0.2;0.18;0.18;Optimal
Shape_829;72;29;352;51;238;1;10;-2;0.19;0.19;0.16;0.16;0.16;0.17;Optimal
Shape_830;52;69;318;42;275;-3;15;-1;0.22;0.24;0.25;0.25;0.25;0.24;Optimal
Shape_842;61;8;314;55;72;4;16;-2;0.15;0.16;0.12;0.14;0.16;0.14;Optimal
Shape_843;134;81;309;28;91;9;6;3;0.24;0.25;0.23;0.24;0.26;0.25;Optimal
Shape_850;120;43;348;5;66;5;7;-2;0.23;0.24;0.21;0.25;0.21;0.23;Optimal
Shape_864;57;46;277;12;195;3;11;3;0.25;0.24;0.22;0.23;0.23;0.24;Optimal
Shape_869;33;19;359;53;263;6;18;3;0.11;0.13;0.12;0.11;0.1;0.12;Optimal
Shape_871;134;11;309;46;89;3;2;2;0.18;0.17;0.21;0.17;0.18;0.19;Optimal
Shape_873;106;17;347;58;190;3;8;0;0.2;0.2;0.2;0.21;0.22;0.2;Optimal
Shape_886;26;25;345;25;283;-3;18;0;0.21;0.24;0.21;0.24;0.21;0.23;Optimal
Shape_888;27;35;233;38;46;0;0;0;0.23;0.25;0.24;0.26;0.27;0.25;Optimal
Shape_889;113;10;350;43;80;-1;10;1;0.19;0.17;0.19;0.17;0.19;0.18;Optimal
Shape_892;161;5;353;33;15;0;0;0;0.25;0.25;0.25;0.25;0.26;0.24;Optimal
Shape_894;97;15;348;3;74;3;4;1;0.2;0.23;0.22;0.22;0.21;0.21;Optimal
Shape_904;54;21;266;54;106;-3;4;-1;0.19;0.19;0.19;0.21;0.17;0.19;Optimal
Shape_911;15;52;342;54;255;8;9;-2;0.14;0.14;0.16;0.16;0.15;0.15;Optimal
Shape_918;17;93;300;33;148;4;17;0;0.25;0.24;0.26;0.26;0.24;0.25;Optimal
Shape_921;9;7;320;7;341;3;2;2;0.2;0.2;0.19;0.21;0.2;0.19;Optimal
Shape_922;17;18;309;4;176;4;1;3;0.15;0.14;0.15;0.16;0.16;0.16;Optimal
Shape_923;15;50;353;24;94;0;0;0;0.2;0.18;0.19;0.18;0.18;0.19;Optimal
Shape_933;106;33;347;23;207;3;1;1;0.22;0.21;0.22;0.24;0.23;0.23;Optimal
Shape_941;41;13;207;37;165;1;14;3;0.23;0.23;0.24;0.23;0.2;0.22;Optimal
Shape_942;23;89;249;24;171;-4;18;3;0.26;0.27;0.27;0.23;0.25;0.25;Optimal
Shape_947;17;96;351;28;144;5;15;0;0.21;0.23;0.23;0.23;0.23;0.22;Optimal
Shape_950;5;93;237;23;62;7;2;2;0.25;0.22;0.23;0.22;0.23;0.23;Optimal
Shape_954;122;12;333;45;93;-3;15;0;0.21;0.23;0.23;0.24;0.23;0.23;Optimal
Shape_962;24;3;197;40;241;-4;11;2;0.22;0.23;0.25;0.23;0.24;0.24;Optimal
Shape_967;56;25;295;55;122;5;2;0;0.2;0.21;0.18;0.21;0.18;0.19;Optimal
Shape_972;24;59;277;39;327;8;6;2;0.24;0.24;0.24;0.24;0.21;0.23;Optimal
Shape_977;60;51;353;50;266;4;6;-1;0.18;0.18;0.2;0.2;0.19;0.19;Optimal
Shape_978;62;38;287;35;268;8;11;-1;0.24;0.24;0.23;0.27;0.27;0.25;Optimal
Shape_980;75;59;308;56;68;2;5;-1;0.18;0.18;0.2;0.18;0.19;0.19;Optimal
Shape_981;18;50;339;43;195;0;0;0;0.22;0.18;0.21;0.18;0.19;0.2;Optimal
Shape_991;117;36;307;63;132;2;16;-2;0.2;0.19;0.22;0.19;0.19;0.2;Optimal
Shape_992;104;37;338;62;160;-1;12;1;0.21;0.19;0.2;0.2;0.22;0.2;Optimal
Shape_994;26;23;337;28;101;-3;4;0;0.17;0.18;0.2;0.19;0.19;0.18;Optimal
Shape_1001;19;100;336;27;99;-1;2;1;0.22;0.2;0.19;0.2;0.21;0.2;Optimal
Shape_1012;114;111;357;47;170;-4;18;2;0.23;0.25;0.25;0.26;0.26;0.25;Optimal
Shape_1013;30;14;334;15;31;-3;10;3;0.12;0.12;0.11;0.13;0.13;0.12;Optimal
Shape_1016;65;91;311;31;166;7;11;2;0.24;0.25;0.25;0.25;0.24;0.24;Optimal
Shape_1032;75;14;338;59;247;5;10;-2;0.16;0.14;0.17;0.14;0.18;0.16;Optimal
Shape_1042;97;10;281;62;266;-1;7;0;0.25;0.27;0.26;0.26;0.25;0.25;Optimal
Shape_1045;140;20;310;62;117;0;0;0;0.25;0.25;0.27;0.27;0.25;0.25;Optimal
Shape_1061;25;57;338;7;22;0;0;0;0.23;0.24;0.24;0.22;0.23;0.22;Optimal
Shape_1074;70;15;301;42;294;6;19;-2;0.22;0.23;0.23;0.24;0.22;0.22;Optimal
Shape_1079;56;115;241;60;156;-3;17;3;0.24;0.26;0.24;0.25;0.25;0.25;Optimal
Shape_1080;52;39;306;55;346;-1;13;0;0.24;0.27;0.25;0.26;0.25;0.25;Optimal
Shape_1081;88;75;351;41;216;1;14;1;0.25;0.25;0.24;0.26;0.26;0.24;Optimal
Shape_1084;36;135;339;36;177;4;5;2;0.22;0.24;0.21;0.23;0.21;0.22;Optimal
Shape_1096;98;9;352;15;67;1;3;0;0.2;0.23;0.22;0.2;0.21;0.21;Optimal
Shape_1098;13;122;346;46;331;8;4;-2;0.2;0.21;0.2;0.19;0.21;0.2;Optimal
Shape_1099;28;41;244;38;79;-2;3;-1;0.23;0.21;0.21;0.21;0.23;0.21;Optimal
Shape_1103;48;122;286;29;46;2;16;2;0.25;0.25;0.24;0.24;0.25;0.25;Optimal
Shape_1104;91;40;354;49;294;6;14;-1;0.21;0.2;0.21;0.24;0.21;0.22;Optimal
Shape_1112;68;101;352;34;285;8;13;2;0.24;0.22;0.22;0.24;0.23;0.24;Optimal
Shape_1119;61;56;254;51;249;-3;14;-2;0.25;0.26;0.25;0.26;0.23;0.25;Optimal
Shape_1120;43;69;283;60;181;5;7;-2;0.18;0.2;0.19;0.17;0.2;0.19;Optimal
Shape_1124;7;97;254;31;118;4;10;2;0.25;0.23;0.25;0.24;0.25;0.23;Optimal
Shape_1128;23;81;294;53;176;-2;10;-1;0.21;0.21;0.22;0.22;0.21;0.21;Optimal
Shape_1130;9;81;320;56;217;7;17;1;0.18;0.19;0.2;0.17;0.17;0.19;Optimal
Shape_1133;44;84;318;13;47;4;7;0;0.25;0.26;0.22;0.22;0.22;0.24;Optimal
Shape_1139;96;15;317;39;95;1;15;1;0.23;0.22;0.19;0.22;0.21;0.21;Optimal
Shape_1141;48;161;354;56;105;-4;1;2;0.21;0.17;0.17;0.2;0.21;0.19;Optimal
Shape_1142;46;94;315;56;107;4;16;1;0.21;0.2;0.2;0.19;0.22;0.21;Optimal
Shape_1144;7;63;272;7;149;3;7;-2;0.21;0.22;0.23;0.23;0.22;0.22;Optimal
Shape_1145;57;89;323;18;92;7;10;-2;0.22;0.23;0.24;0.21;0.23;0.22;Optimal
Shape_1149;150;32;325;45;113;1;5;1;0.25;0.22;0.25;0.23;0.22;0.24;Optimal
Shape_1150;3;91;334;45;169;4;15;3;0.16;0.15;0.17;0.16;0.17;0.15;Optimal
Shape_1160;87;40;353;13;168;4;10;-1;0.23;0.22;0.21;0.22;0.25;0.23;Optimal
Shape_1169;161;11;329;36;133;-4;10;2;0.23;0.22;0.25;0.23;0.23;0.23;Optimal
Shape_1177;35;125;344;22;59;3;10;1;0.24;0.24;0.24;0.24;0.22;0.22;Optimal
Shape_1189;97;45;278;60;216;-4;8;1;0.24;0.27;0.23;0.25;0.26;0.25;Optimal
Shape_1197;56;21;316;29;322;7;5;3;0.21;0.17;0.2;0.2;0.17;0.19;Optimal
Shape_1199;135;114;309;61;58;8;2;2;0.24;0.23;0.22;0.24;0.23;0.24;Optimal
Shape_1201;23;30;243;42;259;7;11;3;0.21;0.19;0.19;0.2;0.2;0.2;Optimal
Shape_1216;23;117;339;20;217;7;16;3;0.2;0.21;0.22;0.23;0.21;0.21;Optimal
Shape_1218;18;54;231;53;255;-1;11;-1;0.24;0.26;0.25;0.26;0.24;0.25;Optimal
Shape_1222;34;9;211;20;100;8;19;-2;0.25;0.24;0.25;0.24;0.24;0.24;Optimal
Shape_1225;42;91;351;30;297;3;9;3;0.19;0.2;0.18;0.21;0.19;0.2;Optimal
Shape_1230;96;48;359;3;35;5;5;2;0.19;0.21;0.22;0.21;0.18;0.2;Optimal
Shape_1235;51;174;281;44;71;8;12;3;0.27;0.24;0.27;0.26;0.25;0.25;Optimal
Shape_1240;62;13;256;43;54;3;15;0;0.24;0.22;0.22;0.23;0.21;0.23;Optimal
Shape_1245;54;106;266;34;56;9;8;3;0.24;0.22;0.21;0.23;0.2;0.22;Optimal
Shape_1248;102;4;282;56;249;-2;9;1;0.23;0.25;0.24;0.25;0.24;0.24;Optimal
Shape_1251;91;48;301;23;139;6;17;2;0.25;0.26;0.23;0.25;0.24;0.25;Optimal
Shape_1252;37;75;284;63;322;7;17;-2;0.23;0.21;0.2;0.24;0.2;0.22;Optimal
Shape_1254;44;25;275;61;197;1;4;0;0.2;0.2;0.2;0.19;0.22;0.21;Optimal
Shape_1261;54;26;191;54;197;8;6;2;0.25;0.23;0.26;0.24;0.25;0.24;Optimal
Shape_1274;26;35;168;34;53;-4;4;3;0.25;0.21;0.25;0.22;0.25;0.23;Optimal
Shape_1289;15;70;334;34;337;1;10;3;0.18;0.19;0.18;0.18;0.18;0.19;Optimal
Shape_1293;46;35;189;28;15;8;5;-2;0.23;0.26;0.23;0.24;0.24;0.24;Optimal
Shape_1295;8;92;286;5;67;-2;5;-1;0.25;0.23;0.24;0.25;0.23;0.24;Optimal
Shape_1297;16;24;298;56;138;4;1;2;0.13;0.13;0.13;0.11;0.12;0.13;Optimal
Shape_1302;44;6;262;56;133;7;3;0;0.19;0.19;0.17;0.17;0.2;0.19;Optimal
Shape_1308;28;3;334;16;50;7;12;-2;0.14;0.14;0.13;0.12;0.14;0.13;Optimal
Shape_1312;25;30;343;5;286;3;3;1;0.2;0.21;0.2;0.23;0.21;0.21;Optimal
Shape_1318;87;45;330;35;82;3;7;0;0.22;0.21;0.21;0.24;0.22;0.22;Optimal
Shape_1319;81;54;338;13;33;-4;18;0;0.25;0.25;0.27;0.26;0.27;0.25;Optimal
Shape_1335;20;44;334;7;294;-4;10;1;0.23;0.25;0.23;0.24;0.25;0.24;Optimal
Shape_1339;117;27;245;61;18;3;8;0;0.23;0.25;0.26;0.24;0.23;0.25;Optimal
Shape_1341;27;104;269;60;44;-3;10;2;0.21;0.18;0.19;0.19;0.21;0.19;Optimal
