Shape_ID;Top_Rad;Bottom_Rad;Angle;Edges;Height;Bevel_Offset;Bevel_Height;Bevel_Weight;T1;T2;T3;T4;T5;Average_Cd;Outcome
Shape_20865;20;67;241;9;99;-1;10;-2;0.23;0.23;0.25;0.24;0.24;0.25;Optimal
Shape_20869;127;113;354;58;26;-2;11;0;0.25;0.24;0.24;0.24;0.23;0.25;Optimal
Shape_20878;122;74;326;51;27;6;7;-2;0.22;0.22;0.21;0.18;0.21;0.2;Optimal
Shape_20881;27;169;301;38;93;-2;9;-2;0.27;0.25;0.23;0.23;0.25;0.25;Optimal
Shape_20882;88;25;271;32;132;-4;8;1;0.26;0.24;0.26;0.23;0.25;0.25;Optimal
Shape_20886;78;38;153;59;75;8;10;3;0.24;0.24;0.24;0.27;0.26;0.25;Optimal
Shape_20896;51;83;293;34;231;-3;3;3;0.22;0.21;0.22;0.21;0.21;0.22;Optimal
Shape_20903;39;82;322;43;236;3;7;0;0.25;0.24;0.23;0.26;0.26;0.24;Optimal
Shape_20907;28;129;328;45;340;-3;15;2;0.24;0.25;0.24;0.25;0.26;0.25;Optimal
Shape_20918;41;31;325;38;329;0;0;0;0.26;0.25;0.25;0.23;0.24;0.25;Optimal
Shape_20929;94;10;302;49;226;-3;3;-1;0.22;0.23;0.21;0.22;0.2;0.22;Optimal
Shape_20934;11;14;345;9;165;2;18;-1;0.18;0.17;0.17;0.17;0.19;0.18;Optimal
Shape_20937;31;60;238;56;121;6;6;-2;0.2;0.21;0.18;0.2;0.2;0.2;Optimal
Shape_20951;32;12;306;61;126;1;13;2;0.11;0.12;0.14;0.14;0.12;0.13;Optimal
Shape_20960;6;49;353;29;146;2;14;3;0.13;0.11;0.13;0.11;0.12;0.13;Optimal
Shape_20961;66;49;341;37;109;5;6;1;0.18;0.19;0.19;0.21;0.18;0.19;Optimal
Shape_20970;51;34;285;40;242;6;14;1;0.23;0.24;0.23;0.25;0.23;0.23;Optimal
Shape_20980;66;4;328;16;303;-1;17;1;0.25;0.23;0.23;0.25;0.25;0.24;Optimal
Shape_20988;104;15;354;3;81;-1;19;2;0.19;0.21;0.22;0.2;0.21;0.21;Optimal
Shape_20990;66;143;358;42;103;4;1;1;0.22;0.22;0.24;0.22;0.22;0.22;Optimal
Shape_20991;38;9;130;61;122;6;4;3;0.23;0.22;0.22;0.2;0.23;0.22;Optimal
Shape_20999;9;52;335;55;277;0;0;0;0.22;0.22;0.21;0.2;0.22;0.21;Optimal
Shape_21000;44;171;331;55;45;-4;13;0;0.24;0.25;0.24;0.23;0.23;0.25;Optimal
Shape_21001;41;35;264;60;50;-4;9;-2;0.15;0.14;0.16;0.14;0.16;0.16;Optimal
Shape_21009;81;88;344;61;59;-3;19;-1;0.2;0.19;0.22;0.2;0.18;0.2;Optimal
Shape_21014;64;35;332;56;209;2;9;3;0.14;0.14;0.16;0.16;0.17;0.15;Optimal
Shape_21015;49;40;297;42;197;-2;18;1;0.24;0.25;0.24;0.23;0.25;0.23;Optimal
Shape_21019;106;23;289;53;165;3;18;1;0.23;0.25;0.25;0.22;0.26;0.24;Optimal
Shape_21020;52;92;357;23;204;2;4;3;0.21;0.17;0.18;0.2;0.17;0.19;Optimal
Shape_21031;17;48;202;52;130;-2;4;0;0.26;0.25;0.25;0.23;0.26;0.25;Optimal
Shape_21037;58;10;246;60;164;7;17;1;0.23;0.19;0.22;0.21;0.2;0.21;Optimal
Shape_21041;83;4;218;25;94;8;9;3;0.22;0.24;0.22;0.24;0.21;0.23;Optimal
Shape_21054;12;84;271;13;48;1;6;0;0.24;0.25;0.26;0.26;0.27;0.25;Optimal
Shape_21056;61;62;208;41;151;8;11;3;0.24;0.27;0.23;0.23;0.25;0.25;Optimal
Shape_21059;4;33;319;28;16;0;0;0;0.18;0.17;0.17;0.19;0.16;0.18;Optimal
Shape_21070;133;50;354;61;256;-4;5;0;0.24;0.27;0.26;0.27;0.27;0.25;Optimal
Shape_21081;30;58;344;62;74;4;18;-2;0.12;0.11;0.1;0.13;0.12;0.12;Optimal
Shape_21084;16;104;304;54;77;3;13;2;0.17;0.17;0.19;0.19;0.18;0.17;Optimal
Shape_21092;100;123;327;52;18;5;4;0;0.26;0.26;0.27;0.24;0.26;0.25;Optimal
Shape_21096;63;84;353;30;213;5;15;3;0.21;0.2;0.2;0.2;0.21;0.2;Optimal
Shape_21099;14;153;297;49;100;8;1;1;0.21;0.23;0.24;0.24;0.23;0.22;Optimal
Shape_21102;121;26;353;15;66;6;18;0;0.24;0.24;0.26;0.24;0.26;0.25;Optimal
Shape_21105;121;25;333;36;203;6;11;2;0.23;0.24;0.24;0.21;0.22;0.22;Optimal
Shape_21107;162;47;278;61;29;-1;4;3;0.22;0.2;0.23;0.21;0.22;0.22;Optimal
Shape_21110;45;146;333;62;300;8;4;2;0.23;0.23;0.23;0.22;0.22;0.22;Optimal
Shape_21115;77;4;288;31;199;-1;12;0;0.26;0.26;0.24;0.27;0.26;0.25;Optimal
Shape_21117;80;82;343;61;84;-1;3;-2;0.16;0.14;0.18;0.14;0.17;0.16;Optimal
Shape_21124;52;55;354;13;16;7;2;-2;0.16;0.16;0.15;0.18;0.18;0.16;Optimal
Shape_21126;83;87;276;58;104;2;11;1;0.25;0.25;0.25;0.23;0.24;0.25;Optimal
Shape_21127;94;17;256;45;21;7;14;1;0.21;0.2;0.24;0.21;0.21;0.22;Optimal
Shape_21128;33;33;292;8;167;8;13;3;0.19;0.21;0.21;0.18;0.22;0.2;Optimal
Shape_21138;52;37;314;7;170;7;2;0;0.25;0.26;0.26;0.27;0.25;0.25;Optimal
Shape_21154;8;77;242;49;75;0;0;0;0.25;0.23;0.24;0.26;0.25;0.25;Optimal
Shape_21156;28;48;358;11;249;-4;15;2;0.21;0.21;0.2;0.19;0.21;0.2;Optimal
Shape_21164;65;157;342;60;326;3;8;3;0.24;0.25;0.25;0.26;0.26;0.24;Optimal
Shape_21173;13;108;341;14;129;-4;14;0;0.25;0.25;0.26;0.27;0.26;0.25;Optimal
Shape_21183;34;129;342;57;26;6;19;-2;0.17;0.16;0.18;0.15;0.17;0.17;Optimal
Shape_21187;49;16;313;49;346;3;13;2;0.21;0.2;0.21;0.19;0.18;0.19;Optimal
Shape_21189;42;56;287;4;296;1;11;3;0.26;0.23;0.23;0.23;0.25;0.25;Optimal
Shape_21190;24;9;197;41;105;9;16;1;0.22;0.22;0.24;0.22;0.23;0.23;Optimal
Shape_21194;71;9;215;22;42;2;11;3;0.21;0.21;0.23;0.22;0.23;0.22;Optimal
Shape_21204;22;17;214;53;263;5;15;3;0.21;0.21;0.18;0.18;0.22;0.2;Optimal
Shape_21205;135;70;321;57;32;-3;8;-1;0.24;0.23;0.21;0.23;0.24;0.23;Optimal
Shape_21210;69;42;317;42;326;-1;17;3;0.22;0.21;0.22;0.19;0.2;0.21;Optimal
Shape_21213;81;138;337;60;71;5;19;-2;0.2;0.22;0.21;0.22;0.21;0.22;Optimal
Shape_21214;13;82;315;31;238;3;18;1;0.24;0.22;0.24;0.25;0.21;0.23;Optimal
Shape_21215;31;148;340;59;42;-1;3;-2;0.19;0.18;0.17;0.18;0.19;0.17;Optimal
Shape_21221;17;56;281;61;242;8;17;0;0.21;0.23;0.23;0.2;0.24;0.22;Optimal
Shape_21223;7;50;265;9;172;3;4;-1;0.24;0.22;0.23;0.24;0.23;0.24;Optimal
Shape_21224;54;124;346;57;104;9;17;0;0.23;0.21;0.24;0.22;0.22;0.22;Optimal
Shape_21234;42;39;260;36;306;-1;2;2;0.23;0.23;0.25;0.23;0.26;0.24;Optimal
Shape_21238;4;91;302;46;24;1;7;0;0.2;0.18;0.19;0.18;0.2;0.19;Optimal
Shape_21245;3;95;320;22;273;6;6;-1;0.21;0.23;0.22;0.22;0.23;0.23;Optimal
Shape_21249;13;73;261;55;199;0;0;0;0.24;0.25;0.25;0.23;0.24;0.25;Optimal
Shape_21251;9;47;282;44;258;7;14;0;0.24;0.24;0.23;0.22;0.23;0.23;Optimal
Shape_21252;19;74;300;52;131;2;2;-2;0.18;0.16;0.18;0.14;0.15;0.16;Optimal
Shape_21257;136;42;335;62;43;9;2;3;0.17;0.17;0.15;0.17;0.14;0.15;Optimal
Shape_21262;32;6;309;26;245;4;17;3;0.18;0.16;0.16;0.19;0.18;0.17;Optimal
Shape_21272;8;43;287;28;285;4;4;3;0.2;0.17;0.18;0.16;0.18;0.18;Optimal
Shape_21273;7;25;316;31;107;4;1;-1;0.17;0.16;0.14;0.16;0.13;0.15;Optimal
Shape_21287;87;37;284;38;123;-4;18;3;0.22;0.22;0.2;0.2;0.19;0.21;Optimal
Shape_21289;7;71;273;19;189;-4;18;-2;0.23;0.23;0.26;0.25;0.22;0.24;Optimal
Shape_21290;66;54;311;15;97;4;8;3;0.21;0.19;0.18;0.21;0.19;0.2;Optimal
Shape_21291;40;52;252;57;68;6;7;3;0.15;0.14;0.14;0.18;0.14;0.16;Optimal
Shape_21298;85;83;290;34;144;1;12;3;0.22;0.25;0.25;0.23;0.23;0.24;Optimal
Shape_21305;108;22;359;48;52;5;5;1;0.17;0.16;0.17;0.16;0.18;0.16;Optimal
Shape_21314;60;141;342;18;200;6;4;3;0.25;0.25;0.23;0.25;0.25;0.24;Optimal
Shape_21324;105;19;351;57;284;9;3;0;0.23;0.22;0.23;0.23;0.21;0.21;Optimal
Shape_21332;16;37;342;24;345;0;0;0;0.25;0.23;0.24;0.26;0.23;0.24;Optimal
Shape_21341;12;14;326;12;323;9;17;1;0.22;0.23;0.23;0.23;0.21;0.22;Optimal
Shape_21344;121;170;356;57;17;8;1;-2;0.25;0.23;0.25;0.23;0.22;0.23;Optimal
Shape_21345;40;35;228;41;47;-4;6;2;0.2;0.2;0.21;0.19;0.21;0.2;Optimal
Shape_21359;41;57;260;54;147;-3;10;0;0.24;0.26;0.23;0.24;0.25;0.24;Optimal
Shape_21361;12;142;253;24;106;6;2;3;0.23;0.23;0.25;0.25;0.23;0.24;Optimal
Shape_21362;6;37;250;10;94;1;9;-1;0.24;0.23;0.22;0.22;0.21;0.23;Optimal
Shape_21365;36;113;310;58;63;9;12;-1;0.2;0.21;0.21;0.19;0.19;0.2;Optimal
Shape_21367;16;5;144;41;92;9;12;-2;0.22;0.24;0.24;0.25;0.24;0.23;Optimal
Shape_21383;164;37;345;23;102;1;6;3;0.23;0.22;0.22;0.22;0.23;0.23;Optimal
Shape_21388;28;55;241;32;211;3;8;3;0.2;0.2;0.22;0.23;0.21;0.22;Optimal
Shape_21393;23;16;274;3;242;7;18;3;0.24;0.24;0.2;0.2;0.23;0.22;Optimal
Shape_21401;39;72;292;25;166;-4;13;-1;0.27;0.24;0.25;0.26;0.25;0.25;Optimal
Shape_21406;55;61;333;31;263;7;1;-2;0.18;0.19;0.18;0.2;0.19;0.2;Optimal
Shape_21407;55;46;277;35;160;7;6;2;0.2;0.2;0.2;0.19;0.21;0.21;Optimal
Shape_21412;153;7;301;25;53;9;3;-1;0.24;0.26;0.26;0.23;0.25;0.25;Optimal
Shape_21414;25;5;160;59;328;5;3;2;0.23;0.25;0.27;0.26;0.25;0.25;Optimal
Shape_21421;26;119;356;19;78;5;17;-1;0.21;0.21;0.22;0.2;0.23;0.22;Optimal
Shape_21425;8;56;314;39;222;9;4;-1;0.17;0.2;0.2;0.17;0.17;0.18;Optimal
Shape_21436;77;37;352;47;242;5;12;-1;0.19;0.21;0.21;0.2;0.2;0.2;Optimal
Shape_21453;69;94;342;29;123;-2;16;-2;0.21;0.24;0.24;0.2;0.2;0.22;Optimal
Shape_21464;52;35;351;36;253;9;8;-1;0.19;0.19;0.2;0.19;0.21;0.19;Optimal
Shape_21467;120;47;357;48;123;0;0;0;0.22;0.22;0.26;0.22;0.26;0.24;Optimal
Shape_21471;137;19;233;40;70;8;11;3;0.27;0.25;0.26;0.27;0.24;0.25;Optimal
Shape_21472;109;29;290;26;60;3;10;-2;0.22;0.25;0.22;0.23;0.25;0.23;Optimal
Shape_21483;71;17;314;50;120;0;0;0;0.2;0.21;0.2;0.22;0.21;0.21;Optimal
Shape_21486;81;21;268;57;328;-2;5;-1;0.24;0.26;0.25;0.26;0.26;0.25;Optimal
Shape_21488;71;40;277;36;115;-4;2;0;0.23;0.25;0.25;0.24;0.25;0.25;Optimal
Shape_21491;157;24;340;54;15;-4;14;2;0.21;0.18;0.19;0.18;0.19;0.19;Optimal
Shape_21493;108;42;355;56;195;1;5;-1;0.22;0.2;0.21;0.18;0.21;0.2;Optimal
Shape_21494;19;53;235;39;49;-3;13;-2;0.19;0.19;0.2;0.21;0.22;0.21;Optimal
Shape_21516;39;76;302;47;139;9;8;1;0.21;0.21;0.2;0.2;0.22;0.2;Optimal
Shape_21520;49;6;294;38;256;3;10;1;0.22;0.22;0.22;0.21;0.21;0.21;Optimal
Shape_21531;110;6;290;54;126;4;6;2;0.18;0.18;0.18;0.2;0.2;0.19;Optimal
Shape_21532;3;56;354;43;272;1;19;2;0.14;0.14;0.17;0.15;0.17;0.16;Optimal
Shape_21533;67;65;328;21;112;-4;6;3;0.17;0.18;0.18;0.2;0.17;0.19;Optimal
Shape_21535;7;43;288;44;160;5;6;-2;0.16;0.15;0.15;0.17;0.18;0.16;Optimal
Shape_21542;69;52;291;31;182;-4;16;-2;0.26;0.24;0.26;0.26;0.24;0.24;Optimal
Shape_21544;114;13;249;61;133;-1;15;3;0.21;0.21;0.2;0.19;0.21;0.21;Optimal
Shape_21548;29;43;270;21;35;3;18;1;0.24;0.21;0.21;0.21;0.24;0.22;Optimal
Shape_21549;42;67;283;60;260;7;6;3;0.16;0.2;0.19;0.17;0.18;0.18;Optimal
Shape_21553;50;46;323;35;171;-3;11;-2;0.18;0.2;0.19;0.19;0.17;0.19;Optimal
Shape_21554;33;13;291;60;16;4;9;0;0.15;0.14;0.16;0.14;0.16;0.15;Optimal
Shape_21561;7;12;229;49;80;-1;19;0;0.2;0.23;0.2;0.2;0.22;0.21;Optimal
Shape_21563;73;38;310;9;116;8;4;-1;0.26;0.23;0.22;0.25;0.24;0.24;Optimal
Shape_21566;66;32;264;41;187;2;18;1;0.23;0.25;0.25;0.25;0.24;0.25;Optimal
Shape_21575;42;46;291;49;27;6;2;0;0.19;0.19;0.19;0.18;0.19;0.19;Optimal
Shape_21576;94;44;269;29;51;7;17;2;0.26;0.24;0.25;0.26;0.26;0.24;Optimal
Shape_21585;40;70;348;21;61;7;15;2;0.16;0.15;0.18;0.16;0.16;0.17;Optimal
Shape_21610;149;28;304;36;32;3;1;-1;0.23;0.24;0.25;0.22;0.25;0.24;Optimal
Shape_21612;26;9;338;24;332;8;16;0;0.22;0.24;0.22;0.23;0.21;0.22;Optimal
Shape_21616;13;83;291;37;140;8;19;0;0.25;0.25;0.24;0.22;0.26;0.24;Optimal
Shape_21620;62;98;336;58;241;4;4;0;0.24;0.26;0.26;0.23;0.22;0.24;Optimal
Shape_21622;76;114;344;46;76;7;3;1;0.21;0.21;0.22;0.21;0.2;0.21;Optimal
Shape_21625;33;150;298;32;22;7;13;-2;0.21;0.25;0.22;0.24;0.25;0.23;Optimal
Shape_21636;40;59;331;57;90;8;8;1;0.16;0.13;0.17;0.15;0.17;0.15;Optimal
Shape_21642;53;44;321;23;308;4;12;-2;0.24;0.21;0.25;0.23;0.24;0.23;Optimal
Shape_21652;41;10;309;42;299;5;13;2;0.18;0.2;0.19;0.17;0.19;0.19;Optimal
Shape_21653;23;5;310;16;138;-3;2;3;0.14;0.13;0.15;0.15;0.13;0.14;Optimal
Shape_21660;28;38;349;41;327;-3;13;-1;0.21;0.21;0.22;0.21;0.19;0.2;Optimal
Shape_21662;8;46;271;4;159;6;6;1;0.22;0.26;0.25;0.23;0.25;0.24;Optimal
Shape_21663;169;12;263;63;20;-2;7;1;0.23;0.26;0.26;0.26;0.27;0.25;Optimal
Shape_21664;79;12;213;56;71;9;2;3;0.18;0.2;0.19;0.18;0.2;0.19;Optimal
Shape_21668;123;45;342;60;336;5;15;1;0.25;0.23;0.26;0.24;0.27;0.25;Optimal
Shape_21670;43;17;268;45;79;7;6;-1;0.17;0.19;0.19;0.19;0.19;0.18;Optimal
Shape_21688;18;25;317;6;128;-1;2;0;0.21;0.2;0.23;0.21;0.2;0.21;Optimal
Shape_21691;165;9;338;57;33;5;13;1;0.18;0.18;0.21;0.2;0.21;0.2;Optimal
Shape_21696;38;70;214;29;136;-3;10;3;0.27;0.24;0.25;0.23;0.25;0.25;Optimal
Shape_21700;108;20;245;18;23;5;15;3;0.26;0.26;0.24;0.22;0.25;0.24;Optimal
Shape_21707;10;118;355;51;319;1;11;-2;0.21;0.19;0.21;0.18;0.17;0.19;Optimal
Shape_21708;126;16;319;42;235;-1;5;-1;0.25;0.22;0.25;0.23;0.22;0.24;Optimal
Shape_21709;26;41;297;54;334;5;3;0;0.21;0.21;0.21;0.23;0.22;0.22;Optimal
Shape_21711;95;34;357;49;321;0;0;0;0.25;0.26;0.24;0.26;0.24;0.25;Optimal
Shape_21717;30;18;283;49;93;6;2;-1;0.17;0.17;0.17;0.14;0.17;0.16;Optimal
Shape_21722;44;22;153;35;21;1;2;2;0.26;0.25;0.25;0.25;0.27;0.25;Optimal
Shape_21724;20;3;197;34;55;-4;7;0;0.23;0.25;0.22;0.25;0.26;0.24;Optimal
Shape_21744;45;130;333;60;73;5;1;-2;0.18;0.15;0.17;0.16;0.18;0.17;Optimal
Shape_21745;25;37;355;29;169;1;14;2;0.13;0.15;0.15;0.15;0.15;0.15;Optimal
Shape_21751;115;90;333;57;335;-1;4;3;0.25;0.23;0.25;0.24;0.25;0.24;Optimal
Shape_21754;54;35;326;32;280;4;3;1;0.23;0.21;0.24;0.23;0.21;0.22;Optimal
Shape_21755;56;36;338;59;331;1;9;-2;0.17;0.19;0.18;0.18;0.2;0.18;Optimal
Shape_21773;117;101;314;59;121;6;18;3;0.25;0.25;0.23;0.23;0.24;0.23;Optimal
Shape_21774;105;13;223;61;114;2;7;1;0.23;0.24;0.27;0.24;0.27;0.25;Optimal
Shape_21789;92;13;240;36;146;-2;10;-2;0.24;0.26;0.24;0.24;0.24;0.25;Optimal
Shape_21792;30;29;318;24;179;9;9;-2;0.18;0.18;0.18;0.16;0.19;0.17;Optimal
Shape_21794;62;170;334;26;64;7;8;3;0.24;0.24;0.22;0.23;0.22;0.24;Optimal
Shape_21798;75;70;348;24;59;5;11;0;0.23;0.22;0.23;0.24;0.22;0.23;Optimal
Shape_21803;87;45;214;61;176;9;19;3;0.27;0.26;0.25;0.23;0.24;0.25;Optimal
Shape_21805;25;97;342;29;23;7;15;-2;0.17;0.16;0.15;0.18;0.15;0.17;Optimal
Shape_21814;4;94;352;18;244;9;15;2;0.2;0.2;0.21;0.2;0.2;0.2;Optimal
Shape_21829;130;10;276;56;29;0;0;0;0.24;0.24;0.26;0.24;0.23;0.25;Optimal
Shape_21831;92;4;289;54;307;-3;12;2;0.22;0.22;0.21;0.24;0.22;0.22;Optimal
Shape_21835;116;32;327;39;158;3;9;0;0.24;0.25;0.25;0.23;0.25;0.25;Optimal
Shape_21837;55;68;288;56;121;-2;16;-1;0.2;0.21;0.24;0.23;0.23;0.22;Optimal
Shape_21862;41;73;338;51;125;2;1;0;0.18;0.19;0.21;0.21;0.18;0.19;Optimal
Shape_21863;78;31;232;48;103;-4;1;3;0.22;0.22;0.22;0.22;0.2;0.21;Optimal
Shape_21866;17;93;294;53;19;7;14;1;0.17;0.18;0.16;0.19;0.16;0.18;Optimal
Shape_21871;41;138;355;40;326;5;14;-2;0.24;0.25;0.25;0.23;0.23;0.24;Optimal
Shape_21872;57;161;344;43;98;2;13;3;0.23;0.19;0.23;0.19;0.23;0.21;Optimal
Shape_21881;26;125;339;46;228;9;4;0;0.25;0.23;0.22;0.24;0.23;0.24;Optimal
Shape_21882;57;45;247;38;84;1;1;1;0.24;0.23;0.21;0.22;0.25;0.23;Optimal
Shape_21884;41;98;354;23;53;6;9;0;0.23;0.23;0.22;0.23;0.22;0.22;Optimal
Shape_21890;6;93;325;35;216;0;0;0;0.23;0.22;0.23;0.24;0.22;0.24;Optimal
Shape_21891;46;99;355;55;252;6;16;0;0.24;0.23;0.25;0.25;0.24;0.23;Optimal
Shape_21901;37;28;326;44;331;-3;15;0;0.24;0.21;0.22;0.24;0.23;0.23;Optimal
Shape_21906;14;13;328;17;159;-2;8;0;0.2;0.19;0.18;0.18;0.17;0.19;Optimal
Shape_21912;92;78;342;42;89;-2;14;2;0.22;0.19;0.21;0.2;0.22;0.2;Optimal
Shape_21914;52;65;314;61;198;0;0;0;0.25;0.24;0.25;0.22;0.23;0.23;Optimal
Shape_21924;7;67;237;55;268;3;9;-1;0.23;0.25;0.23;0.25;0.25;0.24;Optimal
Shape_21945;121;152;339;62;47;5;2;-1;0.26;0.23;0.25;0.23;0.25;0.25;Optimal
Shape_21952;17;33;331;46;81;4;3;1;0.12;0.14;0.14;0.15;0.11;0.13;Optimal
Shape_21963;52;49;251;60;187;-1;8;0;0.27;0.23;0.24;0.26;0.26;0.25;Optimal
Shape_21966;86;36;354;62;59;4;6;-2;0.12;0.13;0.13;0.14;0.13;0.12;Optimal
Shape_21967;42;96;343;27;103;8;6;-2;0.19;0.18;0.17;0.18;0.19;0.19;Optimal
Shape_21969;36;13;241;48;232;5;18;0;0.25;0.26;0.24;0.24;0.23;0.25;Optimal
Shape_21980;86;25;199;45;64;-4;17;3;0.24;0.23;0.25;0.24;0.26;0.25;Optimal
Shape_21987;112;15;291;62;51;3;4;2;0.19;0.17;0.17;0.17;0.15;0.17;Optimal
Shape_21988;53;68;308;33;241;3;7;3;0.22;0.21;0.22;0.2;0.23;0.21;Optimal
Shape_21997;76;30;320;15;67;0;0;0;0.24;0.23;0.27;0.26;0.24;0.25;Optimal
Shape_21998;69;30;333;45;340;1;16;1;0.21;0.22;0.25;0.24;0.22;0.23;Optimal
Shape_21999;23;41;329;55;287;-3;12;1;0.17;0.18;0.18;0.21;0.18;0.19;Optimal
Shape_22007;57;26;211;54;193;2;2;3;0.22;0.21;0.21;0.2;0.22;0.21;Optimal
Shape_22024;52;40;294;47;332;-1;2;1;0.25;0.22;0.24;0.23;0.21;0.23;Optimal
Shape_22025;95;20;263;46;273;-4;4;-2;0.25;0.24;0.24;0.25;0.24;0.25;Optimal
Shape_22027;24;47;225;60;215;7;14;-2;0.23;0.24;0.23;0.23;0.21;0.22;Optimal
Shape_22030;8;157;251;40;43;6;2;-2;0.26;0.24;0.25;0.26;0.23;0.24;Optimal
Shape_22051;30;82;293;61;254;5;7;0;0.25;0.24;0.23;0.23;0.26;0.24;Optimal
Shape_22053;18;93;338;56;262;-2;8;1;0.2;0.2;0.18;0.22;0.2;0.2;Optimal
Shape_22054;9;21;351;50;323;3;15;0;0.19;0.18;0.17;0.17;0.17;0.18;Optimal
Shape_22058;43;72;355;29;217;6;12;-1;0.19;0.2;0.21;0.22;0.22;0.21;Optimal
Shape_22078;22;119;298;47;265;6;12;1;0.26;0.24;0.26;0.23;0.24;0.25;Optimal
Shape_22089;32;18;334;30;32;2;8;1;0.14;0.16;0.12;0.15;0.14;0.14;Optimal
Shape_22092;25;133;344;13;256;-3;5;2;0.27;0.25;0.24;0.23;0.23;0.25;Optimal
Shape_22095;39;31;297;21;68;6;16;0;0.23;0.23;0.24;0.22;0.23;0.22;Optimal
Shape_22101;20;82;339;4;72;-4;19;0;0.26;0.24;0.25;0.22;0.22;0.24;Optimal
Shape_22109;73;8;267;59;157;8;14;2;0.2;0.19;0.17;0.17;0.2;0.19;Optimal
Shape_22110;24;61;343;21;154;7;11;1;0.18;0.2;0.18;0.18;0.2;0.19;Optimal
Shape_22112;31;67;347;11;186;8;14;-1;0.22;0.23;0.22;0.23;0.21;0.22;Optimal
Shape_22113;25;14;290;7;157;3;13;1;0.21;0.24;0.21;0.23;0.22;0.22;Optimal
Shape_22116;6;97;298;61;251;6;13;0;0.22;0.23;0.22;0.25;0.23;0.23;Optimal
Shape_22117;81;35;294;53;218;8;16;1;0.24;0.24;0.23;0.24;0.24;0.23;Optimal
Shape_22128;81;87;335;34;191;7;15;-2;0.25;0.22;0.21;0.22;0.22;0.23;Optimal
Shape_22129;85;156;358;58;187;9;10;2;0.25;0.22;0.22;0.22;0.24;0.23;Optimal
Shape_22137;26;104;359;37;182;1;9;-2;0.2;0.17;0.2;0.2;0.18;0.18;Optimal
Shape_22140;45;132;342;31;76;-2;19;-1;0.22;0.24;0.25;0.25;0.25;0.24;Optimal
Shape_22143;52;33;334;34;60;0;0;0;0.2;0.2;0.2;0.22;0.2;0.2;Optimal
Shape_22148;70;17;289;25;80;5;1;-2;0.2;0.21;0.19;0.18;0.18;0.19;Optimal
Shape_22158;30;28;288;47;131;0;0;0;0.2;0.21;0.21;0.2;0.2;0.21;Optimal
Shape_22161;81;16;267;49;332;9;6;2;0.24;0.24;0.24;0.25;0.22;0.24;Optimal
Shape_22163;47;15;325;58;70;1;10;0;0.18;0.15;0.17;0.16;0.16;0.16;Optimal
Shape_22166;47;113;284;41;161;4;8;2;0.23;0.23;0.22;0.25;0.25;0.24;Optimal
Shape_22171;23;22;264;17;34;-2;1;-2;0.17;0.18;0.18;0.17;0.18;0.18;Optimal
Shape_22172;47;44;304;36;209;1;4;-2;0.18;0.2;0.18;0.2;0.2;0.2;Optimal
Shape_22178;51;10;296;22;308;-1;3;1;0.22;0.25;0.24;0.26;0.24;0.24;Optimal
Shape_22181;30;81;308;35;345;-1;14;2;0.22;0.23;0.24;0.25;0.25;0.24;Optimal
Shape_22182;91;16;259;41;201;-1;15;3;0.22;0.23;0.23;0.21;0.25;0.23;Optimal
Shape_22184;73;30;258;21;58;9;14;-2;0.23;0.23;0.25;0.22;0.24;0.23;Optimal
Shape_22193;34;6;343;25;306;3;18;0;0.22;0.23;0.21;0.23;0.22;0.22;Optimal
Shape_22198;13;68;297;27;112;-3;2;2;0.17;0.18;0.18;0.17;0.18;0.18;Optimal
Shape_22199;27;11;300;19;301;9;13;0;0.24;0.26;0.25;0.27;0.23;0.25;Optimal
Shape_22205;104;59;290;34;149;8;3;2;0.25;0.22;0.25;0.22;0.24;0.24;Optimal
Shape_22207;10;59;339;23;329;4;4;1;0.22;0.22;0.2;0.21;0.21;0.21;Optimal
Shape_22210;92;29;252;36;186;8;9;2;0.27;0.24;0.25;0.25;0.25;0.25;Optimal
Shape_22211;75;23;225;54;147;8;6;2;0.21;0.23;0.24;0.22;0.24;0.22;Optimal
Shape_22217;38;47;341;30;126;8;13;1;0.18;0.16;0.18;0.19;0.19;0.18;Optimal
Shape_22219;15;30;286;62;293;-3;5;0;0.21;0.2;0.2;0.21;0.21;0.21;Optimal
Shape_22222;13;17;298;56;78;-3;5;0;0.14;0.13;0.17;0.14;0.14;0.15;Optimal
Shape_22223;15;44;189;62;315;3;10;-2;0.24;0.25;0.26;0.24;0.26;0.25;Optimal
Shape_22232;23;49;284;56;146;-3;17;3;0.16;0.15;0.14;0.16;0.16;0.16;Optimal
Shape_22241;18;138;330;40;95;-1;6;-1;0.21;0.23;0.2;0.21;0.2;0.21;Optimal
Shape_22243;6;70;333;11;114;-1;14;3;0.15;0.18;0.15;0.17;0.16;0.17;Optimal
Shape_22244;37;60;358;53;226;3;12;-1;0.17;0.15;0.18;0.17;0.15;0.17;Optimal
Shape_22251;27;5;278;25;17;0;0;0;0.19;0.19;0.2;0.21;0.2;0.21;Optimal
Shape_22255;13;20;242;55;282;4;16;-1;0.21;0.24;0.2;0.2;0.22;0.22;Optimal
Shape_22264;78;37;355;35;179;5;1;1;0.21;0.19;0.18;0.21;0.2;0.19;Optimal
Shape_22266;50;76;304;4;116;-4;9;3;0.22;0.22;0.25;0.24;0.22;0.23;Optimal
